356	221	4	5.0000	5.0000	.9790	.9550
357	221	5	5.0000	5.0000	1.0000	.9990
358	221	2	.3000	1.4000	.1250	.6430
359	221	1	5.0000	5.0000	.9990	.9720
360	221	6	4.6000	5.0000	1.0000	1.0000
421	234	4	5.0000	5.0000	.9790	.9550
422	234	5	5.0000	5.0000	1.0000	.9990
423	234	2	.5000	1.6000	.2840	.7080
424	234	1	5.0000	5.0000	.9990	.9720
425	234	6	4.9000	5.0000	1.0000	1.0000
531	256	4	5.0000	5.0000	.9790	.9550
532	256	5	5.0000	5.0000	1.0000	.9990
533	256	2	.4000	1.7000	.1920	.7380
534	256	1	5.0000	5.0000	.9990	.9720
535	256	6	5.0000	5.0000	1.0000	1.0000
376	225	4	3.4000	4.0000	.8330	.8830
377	225	5	2.0000	2.4000	.7860	.8480
378	225	2	.3000	.5000	.1250	.3200
379	225	1	2.4000	2.5000	.7700	.7170
380	225	6	.9000	1.2000	.5030	.5790
386	227	4	3.4000	4.0000	.8330	.8830
387	227	5	2.0000	2.4000	.7860	.8480
388	227	2	.3000	.5000	.1250	.3200
389	227	1	2.4000	2.5000	.7700	.7170
390	227	6	.9000	1.2000	.5030	.5790
441	238	4	5.0000	5.0000	.9790	.9550
442	238	5	5.0000	5.0000	1.0000	.9990
443	238	2	.4000	1.4000	.1920	.6430
444	238	1	5.0000	5.0000	.9990	.9720
445	238	6	4.5000	5.0000	1.0000	1.0000
551	260	4	5.0000	5.0000	.9790	.9550
552	260	5	5.0000	5.0000	1.0000	.9990
553	260	2	.5000	1.3000	.2840	.6080
554	260	1	5.0000	5.0000	.9990	.9720
555	260	6	4.9000	5.0000	1.0000	1.0000
591	268	4	4.8000	5.0000	.9720	.9550
592	268	5	5.0000	5.0000	1.0000	.9990
593	268	2	.3000	1.6000	.1250	.7080
594	268	1	5.0000	5.0000	.9990	.9720
595	268	6	4.2000	5.0000	1.0000	1.0000
661	282	4	5.0000	5.0000	.9790	.9550
662	282	5	5.0000	5.0000	1.0000	.9990
663	282	2	.4000	1.4000	.1920	.6430
664	282	1	5.0000	5.0000	.9990	.9720
665	282	6	4.8000	5.0000	1.0000	1.0000
466	243	4	5.0000	5.0000	.9790	.9550
467	243	5	5.0000	5.0000	1.0000	.9990
468	243	2	.3000	1.4000	.1250	.6430
469	243	1	5.0000	5.0000	.9990	.9720
470	243	6	4.7000	5.0000	1.0000	1.0000
571	264	4	5.0000	5.0000	.9790	.9550
572	264	5	5.0000	5.0000	1.0000	.9990
573	264	2	.4000	1.2000	.1920	.5720
574	264	1	5.0000	5.0000	.9990	.9720
575	264	6	4.5000	5.0000	1.0000	1.0000
606	271	4	3.7000	5.0000	.8840	.9550
607	271	5	4.0000	5.0000	.9990	.9990
608	271	2	.1000	1.5000	.0490	.6760
609	271	1	4.0000	5.0000	.9890	.9720
610	271	6	2.0000	5.0000	.9880	1.0000
671	284	4	4.7000	5.0000	.9680	.9550
672	284	5	5.0000	4.9000	1.0000	.9990
673	284	2	.4000	1.2000	.1920	.5720
674	284	1	5.0000	5.0000	.9990	.9720
675	284	6	3.7000	5.0000	1.0000	1.0000
741	298	4	3.4000	2.8000	.8330	.6820
742	298	5	2.6000	1.9000	.9470	.6690
743	298	2	.5000	1.1000	.2840	.5350
744	298	1	3.3000	1.7000	.9560	.5240
745	298	6	1.4000	.3000	.8830	.1640
756	301	4	5.0000	5.0000	.9790	.9550
757	301	5	5.0000	5.0000	1.0000	.9990
758	301	2	.4000	1.4000	.1920	.6430
759	301	1	5.0000	5.0000	.9990	.9720
760	301	6	4.6000	5.0000	1.0000	1.0000
